date,ticker,actual,predicted,prob_up
2025-09-22,BA,1.0,1,0.68988216
2025-09-22,BAC,1.0,0,0.42747593
2025-09-22,CAT,1.0,1,0.6816408
2025-09-22,CVX,0.0,1,0.6435074
2025-09-22,GOOGL,1.0,1,0.5677244
2025-09-22,GS,0.0,0,0.32456872
2025-09-22,JNJ,1.0,1,0.74139065
2025-09-22,JPM,0.0,1,0.5648906
2025-09-22,KO,1.0,1,0.7193895
2025-09-22,META,0.0,0,0.3152448
2025-09-22,MSFT,1.0,0,0.45158735
2025-09-22,NVDA,0.0,1,0.51610655
2025-09-22,PFE,1.0,1,0.7870263
2025-09-22,TSLA,1.0,0,0.39178455
2025-09-22,UNH,1.0,1,0.9593325
2025-09-22,WMT,1.0,1,0.5541338
2025-09-22,XOM,1.0,1,0.500368
2025-09-23,AAPL,1.0,1,0.7629321
2025-09-23,AMZN,1.0,1,0.64654547
2025-09-23,BA,1.0,1,0.86161554
2025-09-23,BAC,0.0,0,0.46378934
2025-09-23,CAT,1.0,1,0.80935556
2025-09-23,CVX,0.0,1,0.77466106
2025-09-23,GOOGL,0.0,0,0.49597198
2025-09-23,GS,0.0,1,0.5650772
2025-09-23,JNJ,1.0,1,0.6495428
2025-09-23,JPM,0.0,0,0.42828104
2025-09-23,KO,1.0,1,0.7538739
2025-09-23,META,0.0,0,0.2797278
2025-09-23,MSFT,1.0,1,0.80192393
2025-09-23,NVDA,1.0,0,0.42340276
2025-09-23,PFE,1.0,1,0.7951526
2025-09-23,TSLA,1.0,0,0.22882691
2025-09-23,UNH,1.0,1,0.9582091
2025-09-23,WMT,1.0,1,0.6638505
2025-09-23,XOM,0.0,1,0.6940413
2025-09-24,AAPL,1.0,1,0.8146689
2025-09-24,AMZN,0.0,1,0.8358756
2025-09-24,BA,1.0,1,0.84253114
2025-09-24,BAC,0.0,0,0.46877277
2025-09-24,CAT,1.0,1,0.72751904
2025-09-24,CVX,0.0,0,0.3878014
2025-09-24,GOOGL,1.0,1,0.52921534
2025-09-24,GS,0.0,0,0.23175153
2025-09-24,JNJ,1.0,1,0.7092568
2025-09-24,JPM,0.0,0,0.38618958
2025-09-24,KO,1.0,1,0.7779097
2025-09-24,META,0.0,0,0.3045902
2025-09-24,MSFT,1.0,1,0.7716431
2025-09-24,NVDA,1.0,0,0.4611574
2025-09-24,PFE,1.0,1,0.77320546
2025-09-24,TSLA,0.0,0,0.23550598
2025-09-24,UNH,1.0,1,0.9622764
2025-09-24,WMT,1.0,1,0.6849807
2025-09-24,XOM,1.0,0,0.3882133
2025-09-25,AAPL,1.0,1,0.6736579
2025-09-25,AMZN,1.0,1,0.7258546
2025-09-25,BA,1.0,1,0.82639897
2025-09-25,BAC,0.0,0,0.3118862
2025-09-25,CAT,1.0,1,0.6899208
2025-09-25,CVX,0.0,0,0.3871725
2025-09-25,GOOGL,1.0,1,0.62516296
2025-09-25,GS,0.0,0,0.2521081
2025-09-25,JNJ,1.0,1,0.6901768
2025-09-25,JPM,0.0,0,0.37661776
2025-09-25,KO,1.0,1,0.79846
2025-09-25,META,0.0,1,0.5498327
2025-09-25,MSFT,1.0,1,0.8359181
2025-09-25,NVDA,1.0,1,0.5208662
2025-09-25,PFE,1.0,1,0.81409633
2025-09-25,TSLA,1.0,0,0.24259014
2025-09-25,UNH,1.0,1,0.96654385
2025-09-25,WMT,1.0,1,0.6106637
2025-09-25,XOM,1.0,0,0.35195586
2025-09-26,AAPL,1.0,1,0.83783954
2025-09-26,AMZN,1.0,1,0.73625237
2025-09-26,BA,1.0,1,0.8122418
2025-09-26,BAC,1.0,0,0.3950188
2025-09-26,CAT,1.0,1,0.7142143
2025-09-26,CVX,0.0,0,0.4649712
2025-09-26,GOOGL,1.0,1,0.7812077
2025-09-26,GS,0.0,0,0.43082115
2025-09-26,JNJ,1.0,1,0.6439661
2025-09-26,JPM,0.0,0,0.350074
2025-09-26,KO,1.0,1,0.8077775
2025-09-26,META,0.0,0,0.47314984
2025-09-26,MSFT,1.0,1,0.87610745
2025-09-26,NVDA,1.0,1,0.5367272
2025-09-26,PFE,1.0,1,0.91817605
2025-09-26,TSLA,0.0,0,0.21263263
2025-09-26,UNH,1.0,1,0.974345
2025-09-26,WMT,1.0,1,0.6374607
2025-09-26,XOM,0.0,0,0.4150475
2025-09-29,AAPL,1.0,1,0.7629948
2025-09-29,AMZN,1.0,1,0.84768933
2025-09-29,BA,1.0,1,0.75039536
2025-09-29,BAC,1.0,0,0.3487221
2025-09-29,CAT,1.0,1,0.72242594
2025-09-29,CVX,0.0,0,0.24930789
2025-09-29,GOOGL,1.0,1,0.75909585
2025-09-29,GS,0.0,0,0.3189753
2025-09-29,JNJ,1.0,1,0.7215406
2025-09-29,JPM,0.0,0,0.28486332
2025-09-29,KO,1.0,1,0.78154546
2025-09-29,META,1.0,1,0.55005056
2025-09-29,MSFT,1.0,1,0.80904806
2025-09-29,NVDA,1.0,1,0.51320183
2025-09-29,PFE,1.0,1,0.88568455
2025-09-29,TSLA,1.0,0,0.21261536
2025-09-29,UNH,1.0,1,0.96534014
2025-09-29,WMT,1.0,1,0.65297616
2025-09-29,XOM,1.0,0,0.2744126
2025-09-30,AAPL,1.0,1,0.86300796
2025-09-30,AMZN,1.0,1,0.8733146
2025-09-30,BA,1.0,1,0.7635582
2025-09-30,BAC,1.0,0,0.45224202
2025-09-30,CAT,1.0,1,0.72079355
2025-09-30,CVX,0.0,1,0.5120624
2025-09-30,GOOGL,1.0,1,0.6639577
2025-09-30,GS,0.0,1,0.50636727
2025-09-30,JNJ,1.0,1,0.74748224
2025-09-30,JPM,0.0,0,0.33132938
2025-09-30,KO,1.0,1,0.8376191
2025-09-30,META,1.0,1,0.51250625
2025-09-30,MSFT,1.0,1,0.80693674
2025-09-30,NVDA,1.0,1,0.51335293
2025-09-30,PFE,0.0,1,0.8938967
2025-09-30,TSLA,1.0,0,0.29044726
2025-09-30,UNH,1.0,1,0.9517355
2025-09-30,WMT,1.0,1,0.8175468
2025-09-30,XOM,1.0,0,0.34734204
2025-10-01,AAPL,1.0,1,0.8413841
2025-10-01,AMZN,1.0,1,0.90283567
2025-10-01,BA,0.0,1,0.8294856
2025-10-01,BAC,1.0,0,0.45161346
2025-10-01,CAT,1.0,1,0.6866573
2025-10-01,CVX,1.0,1,0.6698375
2025-10-01,GOOGL,1.0,1,0.65140796
2025-10-01,GS,0.0,0,0.42716643
2025-10-01,JNJ,1.0,1,0.7469357
2025-10-01,JPM,0.0,0,0.3144634
2025-10-01,KO,1.0,1,0.7785527
2025-10-01,META,1.0,1,0.60511553
2025-10-01,MSFT,1.0,1,0.7239929
2025-10-01,NVDA,1.0,1,0.6213229
2025-10-01,PFE,0.0,1,0.6580991
2025-10-01,TSLA,1.0,0,0.38566148
2025-10-01,UNH,1.0,1,0.9685592
2025-10-01,WMT,1.0,1,0.720814
2025-10-01,XOM,1.0,0,0.4242981
2025-10-02,AAPL,1.0,1,0.82865477
2025-10-02,AMZN,1.0,1,0.89613426
2025-10-02,BA,0.0,1,0.7113563
2025-10-02,BAC,1.0,1,0.5747938
2025-10-02,CAT,1.0,1,0.65009195
2025-10-02,CVX,1.0,1,0.7831435
2025-10-02,GOOGL,1.0,1,0.67523706
2025-10-02,GS,1.0,1,0.65571696
2025-10-02,JNJ,1.0,1,0.72761536
2025-10-02,JPM,1.0,0,0.49605438
2025-10-02,KO,1.0,1,0.67427826
2025-10-02,META,0.0,1,0.5557013
2025-10-02,MSFT,1.0,1,0.60559785
2025-10-02,NVDA,1.0,1,0.5271621
2025-10-02,PFE,0.0,1,0.75299865
2025-10-02,TSLA,1.0,0,0.39786685
2025-10-02,UNH,0.0,1,0.9689726
2025-10-02,WMT,1.0,1,0.89264506
2025-10-02,XOM,1.0,0,0.4872942
2025-10-03,AAPL,1.0,1,0.7615448
2025-10-03,AMZN,1.0,1,0.8345771
2025-10-03,BA,0.0,0,0.43394607
2025-10-03,BAC,1.0,1,0.70326203
2025-10-03,CAT,1.0,1,0.6064127
2025-10-03,CVX,1.0,1,0.8244965
2025-10-03,GOOGL,1.0,1,0.7398053
2025-10-03,GS,0.0,1,0.6346261
2025-10-03,JNJ,1.0,1,0.7748379
2025-10-03,JPM,1.0,1,0.7325017
2025-10-03,KO,1.0,1,0.85810685
2025-10-03,META,0.0,1,0.54254806
2025-10-03,MSFT,1.0,1,0.7301969
2025-10-03,NVDA,1.0,1,0.5485829
2025-10-03,PFE,0.0,1,0.723634
2025-10-03,TSLA,1.0,1,0.52018017
2025-10-03,UNH,0.0,1,0.86334836
2025-10-03,WMT,0.0,1,0.9054337
2025-10-03,XOM,1.0,1,0.68161905
2025-10-06,AAPL,1.0,1,0.8456173
2025-10-06,AMZN,1.0,1,0.82019013
2025-10-06,BA,0.0,0,0.4999298
2025-10-06,BAC,1.0,1,0.68653005
2025-10-06,CAT,1.0,1,0.58008933
2025-10-06,CVX,1.0,1,0.81575257
2025-10-06,GOOGL,1.0,1,0.76095474
2025-10-06,GS,0.0,0,0.45062336
2025-10-06,JNJ,0.0,1,0.74734443
2025-10-06,JPM,1.0,1,0.60316515
2025-10-06,KO,1.0,1,0.6615619
2025-10-06,META,0.0,1,0.5054438
2025-10-06,MSFT,0.0,1,0.68842846
2025-10-06,NVDA,1.0,1,0.54931426
2025-10-06,PFE,0.0,1,0.6438938
2025-10-06,TSLA,1.0,1,0.540611
2025-10-06,UNH,0.0,1,0.74716216
2025-10-06,WMT,0.0,1,0.8523815
2025-10-06,XOM,0.0,0,0.49730515
2025-10-07,AAPL,1.0,1,0.68848336
2025-10-07,AMZN,1.0,1,0.8701871
